"# 文本key","文本value"
"string","string"
"65a4c8c6f8c944856cb6ae81ae09c2ed","It is a blessing for the world and the common people that you can think so."
"f80312d398007007c8cc03eb9cd0864c","There was a person in front of me who was walking in a hurry and accidentally bumped into you."
"2a70a55bbe404556e9d13b3d44ee8dcc","Sorry, sorry, I was walking in a hurry and accidentally bumped into you."
"8bf2cb84a74fa8542639cf17bed7b815","Don't you have eyes when you walk? (Reprimand)"
"80d248ee36ecbd8a9ad1bea5ca69aff0","I'm really sorry. I'll pay you the 500 yuan."
"7a3edf334e47675a6f117e9699d1f4eb","That's pretty much it. Please be more careful in the future. (Take the money)"
"eac9c785880712492107f6ced36e8c0f","I still have something important to do, so I'll leave first and talk about it later when we have a chance."
"98aea780ee7ab5fcec760aecd72b1ead","Is this money just like a waste of money? (Asking for more compensation)"
"1ddfde680f3c801142849ce4f5b9a2cb","Well, let's add 500 more and compensate you 1,000. How about that?"
"0f3e3ca4920cc1a5f007ce58984e1141","That's pretty much it!"
"e59e483f8ddb04bc6c408a4bdaef4609","Forget it, you'd better hand over all the money!"
"54b893cc9784400c412526791e4621fe","Well, I didn't want to bump into a strong man! Come on, I want to see how many tricks you have to rob me."
"7d76a4f9ead6559ed57a9ce14218da70","Let's take action."
"c2a22df2505427d7f09aaa03d0c65127","Smile slightly to show it's okay. (Friendly)"
"38d8f2f0aa06d8808981927dfa5fd37e","Recently, a martial arts master was explaining the essence of martial arts. I went out late, so I was faster, and accidentally bumped into you, knight. This money is my apology, and I hope you will include it."
"cf8a458f2d9385b8bf5f84fe73704123","I accepted it with a happy smile, which means it's a trivial matter."
"4291d7db989bcdd82bbf2f9c7a2e9738","It's just a trivial matter, why give me money? Just go and do it."
"5b0cd494a38c7c9b9ca2b49993a6a166","There are many knights, but I still have something urgent to do. Let's talk about it later when we have time."
"ddd0a618975b29ea3253c86dceeb679b","I heard someone say that you have some poisonous insects on your hands. I wonder if you would be willing to part with them and sell them to me?"
"9b54d48099cb1560a64aa71d0436ae3d","It's useless anyway. If you want to buy it, I'll sell it to you."
"2abd2d46752b9a82d78c403fa25a8672","That's very good. I wonder if you have those Gu insects that you can sell to me."
"11997ecfebdd64e21b0382248995b321","Lampbug."
"a7f907f0a8242efe6eaf8ef49adc1d47","Oh! This is the lampworm! I'm willing to give you 500 yuan for this insect."
"2cb0260c06597a8fdba2404f181f29fb","Reasonable price."
"f7ef716ee73aae515a3c856a65f562f0","You buy and I sell, it's just a transaction."
"181d7eee8999606d3c5429b17e6b9809","The deal is done, we'll see you later."
"17e64ba09422a9fd850b36c88182ee37","I see that you are also interested in Gu Insects. If you want to use Gu Insects, you must cooperate with the corresponding martial arts. If you are interested in the way of Gu Insects, you can go to Longji Mountain to have a look. Farewell."
"bc6a89290b83afa9815c88f7b8e40079","I don't want to sell it."
"9c84916c1b06faa15d060424b7bb5b9d","Love bug."
"13c97f18fb187c1841b7dcefeea56ed7","Oh! This is a love bug! I'm willing to give you 500 dollars for this bug."
"a462ec3e5c88a058edb564d5aec9c4f9","Bloodworm."
"ece9cb76f621777fb626589100119c75","Oh! This is indeed a blood worm! I am willing to give you 500 yuan for this worm."
"d5e3d7fc1f9d166c977154890b93b227","Extinct insect."
"2aa53e696111550aee31a086c69ce848","Oh! This is the absolute insect! I am willing to give you 500 yuan for this insect."
"b78cc035fcfcdf7a6b7700546c9a63a9","I need these Gu worms too."
"787dce43bcba4980e4970e317e9e89a9","In that case, I won't force you."
"6b9e080f5f5dd4fdad88317e62beb48b","If you don't want to sell, just let it go. See you later. Goodbye."
"4298d5a89b51eb200f8b108952cc5913","Sir, do you know where there is a City God's Temple nearby?"
"99e252057439115cbe893ecf9eca05cb","What are you looking for at the City God's Temple?"
"30de27d6e956776bb89b0c105fec9231","To be honest, things have not been going well for me recently, and I seem to be suffering from bad luck. So I plan to go to the Chenghuang Temple to worship the gods and see if I can get better luck."
"4da4e1bc37537c471e204421e8d94c70","So that's it."
"9c3b25c3f497f4147df2e2f05204ec55","It feels like it must be the people from Jiulang Cave. Forget it, it's useless to say more. I'll continue to look for the City God's Temple."
"1c2f8001435c4f558c38e1862588216f","Don't believe it, I heard that there is a Nine Wolf Cave, and the sect stationed there specializes in this kind of Kung Fu. Maybe I was manipulated by them. You have to be careful too. I won't say anymore, I will go find it first. It’s the City God’s Temple."
"a59b2f4c226adebd96184936579e5d0c","Misfortune? Is there any skill in this world that can control luck?"
"d3fd32099350ecf66324be439761302f","I don't know. Goodbye."
"23d2f87cf6b0c0a7c3202199558d7b58","Alas, there is no Chenghuang Temple."
"b971abd7c3eb955e9d335cc096e4bda2","Singing loudly and wildly after drinking,\\nDon't think about the business in front of the door.\\nIt's as if the head of the small household wakes up first,\\nDon't stay in the drunken country for a long time."
"8fecdd8d7e0d48e5fb4e8e626da29e1e","Hahaha, drink, come again, burp~~have another drink!"
"f0c1868cf4b20091da71220a3c1a3b09","Your Excellency drank too much."
"10ec275b0b6ab005e3cc0fa7adc4b832","I don't know who said that to me. You and I are all of the same philosophy. Even if you know how to drink wine, don't dissuade the person who raised the glass, hahaha."
"b5985a27dba4b821fee70bae0ce59491","Your Excellency seems to know a lot about wine."
"4ff3619c478813ff2ccd2885b08d6ee0","Hahaha, since you know the location of Zuixian Lake, you naturally understand why I drink and sing wildly. This wine is given to you, and you and I have known each other. If there is a chance in the future, we will talk about it over a cup. Please."
"ae59c10fcca1a51f897fbc72244fdf39","Hahaha, you don't know something. There is a Drunk Immortal Lake in this world. The lake is full of drunks, and they have learned a set of martial arts from it, which is extremely powerful. If you are interested, you can go and have a look."
"9826e67b24e7e30332301fb9607c97dc","Taking wine into martial arts is really cool and heroic."
"63bedbedf261016e32e5515bbd3245ca","Alas, there is no Chenghuang Temple. Where are you from, drunkard? Go away, go away."
"9d1325ffcae6fe2d13fc1ec1865b3af4","Raise a glass to invite the bright moon, burp, and form three pairs of shadows."
"cdeaec4f10bcee05250ba9554941330f","Raise a glass to invite the bright moon, burp, and form three pairs of shadows. Unexpectedly, a cold light shot out of the window, and you quickly grabbed a stone on the ground and threw it out. With a crack, the stone shattered, and the cold light hit you three feet in front of you."
"a7ff192675e6826a59cd99d97a69d3b5","Hidden weapon?! Who is it? Come out sneakily!"
"3155e8fc078da9d7a254b0747c84e2e2","You exclaimed and looked around, seeing a mysterious black shadow flashing in the distance."
"34633ae3f768d0190ea1d0ec9a85f02e","Is there a note on this?"
"0f9b4c66fe3cecaac052d944d3429294","Open the note."
"b91f5f04a94489c3e2b132ca2771b721","You picked up the note and unfolded it. All you saw was a dense collection of small words. You were dazzled by it, so you folded it and planned to throw it away. But after folding, these small words actually formed a new text."
"4ade76ea5296c41e328577f180dd24a8","Come and talk about Zhuxiangtan..."
"0554659de901596ebf2d85058b3250f8","Turn over the folded paper, and you will see a map made of small characters. The location pointed on the map is Zhuxiangtan."
"cb3d020b800e6f5f6429d14c6a11114c","If you send out an invitation in this way, is it worthy of being said to be a sect that uses hidden weapons?"
"6b573115f361aeedfb0131bb1152cb66","Hmm? People from Zhuxiangtan? There must be some fraud!"
"098f8b542e5e11a3768433b1767d4362","You didn't touch the note. After three breaths, the paper spontaneously ignited without fire, and the concealed weapon that was sent with it burned into a ball of ashes."
"85eb8c5c4e60b9eb8c2609750d2e21f2","The roads in Jianghu are dangerous and cannot be guarded against."
"a56354ce6f9511b8eb08f7cf9c80619a","You're walking so fast! Damn it! (Exit Event)"
"ab4f06207d6533c3813473bc998b1eb9","You look livid, why are you infected with poisonous miasma?"
"f390e29322e3897415727a582471d233","Accidentally contracted a poisonous miasma."
"3cfe36a3e0832f83c4b4e29552970cb8","If you have nothing important to do, you should quickly find some antidote pills to prevent this miasma from entering your body and leaving hidden illnesses. I still have something important to do, and I will see you later."
"85fd510b733b617533a4e778a8aab4f6","Thank you, see you later."
"3df79ee6cdd009038c48368e46993390","If you have nothing important to do, quickly find some antidote pills to prevent this miasma from entering your body and leaving behind hidden diseases. I heard that there is a place in the rivers and lakes called Netherworld Valley, where there is a way to avoid poison and use it. You If you are interested, you can go and have a look."
"aca2fc5b02ac72f99abd8da178785712","I have something important going on, so I can't say more."
"7224ad444a4e8ca522849129bec5bca4","In this case, I can't take care of it. Please be more careful. I have important things to do. I'll see you later."
"cc4fbc979a2207b35d9095d41bdde416","I have something important to attend to. I will leave first and see you later."
"168c3fd8ddd197569f9ea5c234530afc","I have something important to attend to. I will leave first and see you later. I heard that you have recently acquired a divine weapon and have nothing to do recently. I brought some wine to celebrate for you. Come on, come on, don't come back until you're drunk today!"
"8d4abc9333a42a2c2a070d6f0d6d224f","It's rare to meet friends, so I'll have a big drink with you today."
"14aa3991841e7568e040de6c1f03cefa","Hahaha, okay, okay, cheers, cheers!"
"b1b08958b9153670632b10718c481ae6","Get drunk before you rest."
"8ad843ec012fa0b82d8c9248960a520d","You had a hearty drink with your close friends and had a great conversation. After the excitement is over, bow your hand and leave."
"b303dce18bfa345102d6330c14dcc6da","Farewell for now, I'll see you later."
"109502ef56cd5516b05305d2f1d36378","I have something important to attend to. I will take note of this meal for now and drink it in my spare time."
"ba219bae7a6e8c0799bc4ae2eb5e35b9","Oh, it's a pity that it should be like this. Take this jar of wine with you, even if you and I have drunk it."
"996f1327b3e84287ee4c162a94881542","If there is a chance, I will definitely get drunk with you."
"7da488f1750025796961a655ad304f87","Why are you lying here. . ."
"2fac40bc1a76595ab0b31f5813c9eddb","I am incapacitated, and a kind passerby, {0}{1}, brought me to the clinic."
"22d664bf020b3a51daabadd8b6e243a9","Haha, another unlucky guy! !"
"4fb3eee1400358b7061e670647c39984","I am incapacitated, and {0}{1} took advantage of the situation and looted me."
"eac4e8b0c67fbf9453cdc60d0a8a1e3b","This Xiashi, I have long heard the rumors of your chivalrous name circulating among the people in the Jianghu. Today, I realized that the rumors are true."
"e67a1038185652ace140dc70fc9e4355","Friend, why are you here?"
"02c2fed1930c1022fa6e917888c63037","To be honest, in recent days, there has been a vicious thief in the Jianghu who has destroyed humanity. I originally intended to eliminate harm to the people, but I didn't want my skills to be inferior to my passion, and instead, I was hurt by him. At the moment of distress, upon hearing your chivalrous name, I spared no effort to come and search for it."
"314be35ff5cbb39d02e4842ab2e6b455","If this person seriously commits many evil deeds, I will definitely eliminate harm for the people."
"0aaea25ba4df4e317ae8fe79653044ad","This person is making waves in the Jianghu and does all kinds of evil. If I have a half empty sentence, begging heaven and man to kill together, I will not pass away."
"7c60625ab4bcea420305acffda5f4326","Since that is the case, it is incumbent on our heroes."
"a04c8736d8b5371863a1bad76a9f2c00","This person has excellent martial arts skills, and you should be extremely careful. This money is a token of my gratitude. Please accept it."
"769e36c1b907fedb82e31d2700889c38","{0}{1}Tell me that there has been a wicked person in the Jianghu who has destroyed humanity. Upon hearing this, I decided to go and eliminate harm for the people."
"1369523811a30b19ad3fcdd2684bcb03","Accepted the task of Wen Min's pest control."
"611def074d179e4d569b182f7e36d1da","I'll go too."
"cdb27f7e7982c25515cd56a970119c70","Seeing is believing, hearing is believing. If I encounter you, it's not too late to start again."
"b88f684e5d7adf5d66be2df4783d70f9","Alas, I don't know when we can eliminate such a great disaster in the Jianghu."
"9f0c4f869281de2ddc03ee28e701f35c","I have no intention of getting involved in the grudges of the Jianghu."
"ff36eb26c17cf10d56ecde6f9f06e929","Oh, in that case, I can only think of another way. Farewell."
"2859ac81e42304bced23d2f6e00a106f","There is still something important to attend to, so we cannot accompany you. Don't take it amiss."
"b6e350cfb81b20e0e277fc1f6cf6da76","I must have gone to uphold chivalry and righteousness, truly worthy of my chivalrous reputation."
"3a92b5246c07ed45cd1d04e2eb41efc5","The master's decree is given; kneel in submission, [Cultivator]."
"6265105848f4ca58f8d86709529de2d0","? ? ? Who are you? Master? Cultivator? ! !"
"5b6761b566ef19e7a5b3d850969419ec","Hum? Forget your identity and fail to recognize us. Master is right. Something is amiss."
"5970a2809554b47db76d60e02a5933df","How did this happen? I've lost control of my body. . . ! ! !"
"45b805b49305811e358cb79f89bf6c46","Master's decree still stands. [Cultivator], kneel and accept it."
"91190b060a7ab4e0124284eb566cc259","[Master? ? ? What's wrong with my body? !]"
"331f89ba480018163666cdfef551d610","Order has been established, and the higher power approves it."
"f69a884799a5a3b1fdef8a588883509e","[What's happening? I've lost control of my body, and their intentions... The pressure is unbearable, and I can't escape! ]"
"b6b2860d66cb477b16483f434960f158","Let me go!"
"b03b981dc78f56ddfd27bc9145df11cf","He dares not kneel and accept the Master's decree. Clearly, something has gone awry. Enough! The Dao is extinguished and severed from the realm of immortals. Rejecting the decree thrice incurs punishment. All beings must submit."
"94b9a510a5f63776a5d496219296c616","[Ahhhhhh! ! ! Ow! ! ! ]"
"6ecf453bb5b97a656455a5d3aac501da","Ahh! Ahh!"
"cb1cac862bf2ca1ccb900e6a39b812e2","[Cultivator], obey!"
"1d14159651b7c7d32b83f7585725a9d4","[Why does my body feel so filled with fear? What's happening? Ah! My body, out of control... Who are they? ]"
"596cd49d8030078e8a91f61b47b21b28","Oh... Yes... I obey!"
"4b778271b78f4ed7c2d0aee15516cfd7","As per the code, [Cultivator] has erred. The higher power bestows grace, offering minor punishment for a major lesson. If this happens again, this realm will cease to exist."
"49d7196361ebd265cfaff543db04c09c","[! ! ! My body won't stop trembling... Fear... Higher power... These words weigh on me like an unbearable burden, as if my bones are about to break. ]"
"31a9a09ae79f466556c6a1ab31a063a5","Humph! [Cultivator], your actions led to our Master's anger. Consider yourself spared for now, or your soul will face eternal silence. Hah, this Cage Formation is just the start. All you possess will be cleansed in this downpour, and you'd better reflect on your mistakes as oblivion draws near. After a century, forget everything and start anew."
"1d3384b541122325871bad5c6b0cb995","[What is happening? What foul sorcery is this? !]"
"acc97b4a1c7e3bb4cefd037647f5c1e1","I... I will follow the decree."
"7e2f3293b7a473f0ef739a2b9ebbaca0","For millennia, [Cultivator] never strayed from the path. I'm not sure why it suddenly went out of control. Well, let's wait another century. It'll still serve its purpose as a valuable 'tool.'"
"0d44109fea6bc30ec6c45942acb0bc39","Farewell, Venerables."
"330b45c5612351059296bdc8e4a7b750","The oppressive aura is gone. Have they left? !"
"d5cf6eb4bd7aefe98888d20f69c464bd","Cultivator, Master, Venerables, the Cage formation..."
"539265a7cfc35f049c1b68198b7c94d6","I had just become the Champion, believing I could unravel all its mysteries. Then, two Venerables emerged, throwing everything into chaos."
"834c5461f2b8df530c80859b9def9367","Hum? The weather has changed? !"
"82a5fa49bc01ebb2670c6cf8d2317f62","I have heard that you are a master of apricot trees, and today I see that you are extraordinary."
"2a37e305cb335deeb93fdb324ff9a225","People do not say hidden words, I have not been healed by a famous doctor earlier, and now the illness has become hidden disease, I wonder if you can show a good hand to treat the hidden disease in the next meridian. If he can help, there will be a good reward."
"71e64a9a5a9cd47c28a1b6e5e272d02a","Try your best."
"cc3bc8a3a2f934540b67c73512f28f28","Guiding the true Qi, healing."
"0d2e5ebbb7b546c5fc244b069ff01c33","You feel a burning sensation in the other person's meridians, which is clearly a fire poison entering the body."
"f49d7cfe5276f5ce4ab305dbd3f68412","Jinpin Du Gong, guide Qi and blood, eliminate fire poison!"
"f29a876eaa0d5825011d8e481db403ff","You move the inner strength, the golden needle crosses the point, and within a few breaths you fill the big points of your body with gold needles. The excited blood, like a millstone, completely dissipates the poison of the fire."
"a9050dd4be5ee62868db47597a5804c4","Good fortune does not disgrace fate."
"84f0a41ed34c8c2a5f6ee8af7bb2022f","Saving a life is like remaking it, and your healer graciously obeys me."
"9b3d6d8ae301793da83ccae46ff2f700","Get up quickly!"
"54cfb589af511a281c2819394b3c9a7c","I remember your grace in my heart. Please do accept these things."
"3ee22c2b88464a689e67a0487d07704b","The disease is gone, and the whole body is free and unrestrained!"
"2be09d116e2f3122d9ba83876f2051f8","What happened to the good news?"
"37381f4a0f07d915cf2a22670b2fc774","Easy tendons by pushing tendons to change pulse, discharge fire poison!"
"3f04eebc0bd9975db67e29f939b5520d","You move the inner strength, easy muscle Jingtang Huangzhuang is the internal force of the flow of its body, the hidden fire poison along your guidance, all the way to the fingertips, you gently stroke, the fingertips break a small mouth, with the hot black blood dripping to the ground, the fire poison has been all you cleared. With the removal of the fire poison your internal forces have improved."
"c85529059021568959ded77a52033588","Dark fire jacking heart work operation, absorb fire strength!"
"4e0b307b9114295719bd11486ad647ac","The deep fire is aroused by you, the same origin force like whales and beasts into the sea, siphon heaven and earth, and the fire poison is absorbed and assimilated by you in an instant, but it enhances your internal force cultivation."
"dd47b6c5f62ec5ff794872d6763a7ac6","Ice formula with cold fire, clean fire poison."
"6bc4610d900207bcf92d795fa75abab8","Feel the little heat in its meridians, the ice formula in your body runs up with your idea, and the cool feeling flows into its whole body meridians, and the ignition poison cannot compete with your true gas, and it disappears in a flash. You feel your internal forces rise."
"ec290c8e72b22a4871cb2f319600b82d","No intention to rescue."
"a13ad7b3de0acbcdad614c09841f12c9","Alas, I do not know when this disease will be cured."
"9c5cec915dd0c6b5363134e4184af2e3","I see that you are full of anger, blood fury naturally, but it is different from killing, and it is very similar to the legendary people who practice the extinction of the sword."
"a92fb7b1ffba01ee651f84dbddbbf428","It is the extermination of the sword. What do you think?"
"f1b68dd8f4d09cdc1b26c9c36c95c7c8","To practice this method of destroying the sword, you need to have unfeeling and unrighteousness, and you need to nourish the sword with hatred. If this continues, it will surely bite you back."
"64803013ab7d7bc261a122290cfb7c1b","Your Excellency seems to hate to know about the exterminating sword."
"44320c68ad14d510fa823ebad0f84b73","Alas, at that time, there was a peerless sword, since the number of seven feelings sword, sword skill is almost superior to the Tao. But one day I crossed the sea in the merchant ship, and never came back, leaving only a book of seven feelings sword."
"634424088b50c152b3b73784bc5b6731","The sword of Seven Emotions? ! Is it true?"
"30f868d5ad2d83744bd7bcd1188a7e19","Yes, your practice of exterminating the sword is one of them, another name is the sword of hatred among the seven emotions."
"d9ca2f104ae5219fa543de664cc86a46","The absolute sword? What are the other six swords?"
"6cd95c5939854314706328e3bc7acabf","When the sword son took the boat and went away, the rivers and lakes set off a lot of waves for the sword spectrum. They turn on each other, they turn on each other, they start a bloody war. Five of the seven swords are missing in the battle, and only the sword of love is spread."
"60f436d13360d83ed96d25fb5e3b9cb1","What happened after that?"
"6b6fc7d1f66598141ca4f81a29c054f3","In that year, after the blood robbery in the river and lake, the sword was obtained by a beggar son, the man lost his mother and was humiliated by the high door, and after the chance to get the sword, he realized the secret of it in just a few days, and one sword will not leave the chickens and dogs killed by the high door who humiliated him."
"63893bb8005a3d83e7bddfbd5de3d29f","Really good kill!"
"bc1cd0cb84af32a96d3b7b9314806f85","If that's all there is to it, there is still room for him, but he's obsessed with the art of swordplay, killing demons, and where he goes, there's a new bloodbath."
"162127ea99111d9a84c29643293a3735","Have you been affected by kung Fu?"
"7c58ade04b796f14057a575b61fd3778","You have learned a swordsmanship, and if you want to kill creatures and keep swords, as time goes on, you will kill like grass, if it has no effect on your mind, how can it be possible?"
"47d2e017a3ec4fec61f52b00873b393c","And then what happened?"
"0d64b2b6b3a794fe1c2c5394b071102d","The sword of seven emotions was invincible in the world at that time, and the sword that was left was also a peerless and matchless move. Fortunately, the sword is a pair of lovers, timely hand, the sword will be forced into a deep valley to trap its death. This series of events has been going on for more than 20 years now."
"64c8b0b2bf9fe2757e48c1dbff29b1b0","Now that you return to the world with the sword, not only does this sword hurt itself, but those who had grievances with this sword will surely come one after another and seek trouble for you."
"52b031cca4890fc4ad56823ebb4d3d03","It is inevitable that the wind and rain will increase my body, but I have a sword that can prevent life and death."
"a2bb9a7f7c57860b419b7bac6d3e3a54","Since you are prepared, I cannot say more. It's dangerous. You do what you want."
"51c42ef2efd582772f368bf95ffee04c","The return of the sword is a blessing or a curse."
"de90a6791273ac9185b8cff706af3df0","Thank you for your clarification. See you later."
"ba6cdc3ddbffbf844f442f9011828acc","Now I have learned to master the sword, I am afraid that people do not stain the world, and the world stains itself."
"3f5e454883191500de6f7171df3c661f","The road is far, I can only give you a few words of advice, this absolute sword must be used sparingly, otherwise the news spread after endless trouble. When the sword was with me"
"9ca5f92e7e9ff9931511e55794f19fa3","The younger generation takes it to heart."
"0bf9c771d24fe37979dc0ac63a7f2033","Blah, I'm getting bored. Goodbye."
"4b7e60d83964fb02f67c90ef836ab903","What is my business to you?"
"4429180b54d44689be3c0a491687c310","What's that to you? Meddle and you will sacrifice the sword."
"074850fd08e186e0cb430e83e46a7360","Extermination sword wounds wounds themselves, his killing intention is not deep, there is cure, but I can't persuade him to turn back, alas....."
"4aa584d1e58bc951c273f5a75b1b7867","Exterminate the sword? ! You're the master of the sword? ! Take your life!"
"a0e83e3b0230f72912f89a51b50f4209","Huh? (To fight)"
"2df06cd24ffd62ba1b3874ba6b413ce5","Well, I found you! Pay for your blood!"
"95c05e129cf70a7a0fd48a568c309828","Get out! (Try to dodge, avoid the battle)"
"47e06e77ae1b69c543cdaf6ca3c84c8b","You turn to leave, but you're stuck with someone and you can't get out!"
"cb8fbb91533c35447ee566bc32ecaeea","Where to go! Blood will be paid for you today!"
"947d3963ebf16cda0643cce60dbd5915","What a murder!"
"68a6d509e55fd3460b17e4be0f8ed160","You take advantage of his surprise, a dodge, if you don't leave quickly, only afraid of another extreme."
"6df0cb02d978c75b9a171be757612fbb","Damn it, don't run!"
"603bad558d8e8eccaacf09918dc1db88","Strange, what is it? Why does he scream and kill me?"
"a4fb0a1cf670aae5947eeedde39617ef","You have a restrained murderous aura, and the blood evil spirit keeps reverberating around you. Are you the successor of the Extinction Sword Technique? You have allowed me to find you."
"88096a26a9b75d7db4eb417e624e1824","There may be some misunderstanding."
"1b5bc24dd50718bc582bf6ce70175aca","Misunderstanding. This annihilation sword technique killed seventy-two members of my family back then. Can everything be stopped with just one misunderstanding? It's too easy."
"f54d1a5726253d1b46653b8d7842e429","What happened back then has nothing to do with me."
"088481d2cf6acf026d9a80137599e252","It has nothing to do with you? Then where did the Absolute Sword come from? At that time, the Absolute Sword was supposed to be trapped in the deep valley with that person. Afterwards, I and other descendants went to search, but the body of the murderer was not found. Now you are carrying the Absolute Sword. How could it be that the sword reappears and has nothing to do with you?"
"ae049d7872fe56b3ef2c08e7b7c35e41","It's really an unexpected bonus."
"feaa2cff8361bd0c6ca60eb56d30983e","Your clothes are full of blood and you kill innocent people indiscriminately. Even if this sword technique of annihilation is really your unexpected acquisition and has nothing to do with the original incident, you are still another ruthless murderer. No need to say more, draw your sword."
"965e8f3ac35200e09f9b9aa49fab323e","Hey, why don't you believe me? (draws sword)"
"aa536889277cc9a9ac3cda109bd91d6e","Oh, it's useless to talk more. Let's win or lose on the sword."
"bd025d96ba258cb61d9cc6ed95747e47","The sword has no eyes, please."
"f1ee18a8d37e0194470c399f46cd5a99","Hey, why don't you believe me?"
"23cb593c052a9ea89215454733e3e8f8","Oh, you are hypocritical. Are all those who have mastered swordsmanship as hypocritical as you?"
"373e18361d550b59b8dc3ad4f5eb4e31","I don't kill people, but if people kill me, it's useless!"
"786e5d6a0a32f21649a53503d6a37515","......"
"2bb5457ad5bc74ab306d91cea8f3fdd5","The man glanced at you, lowered his head, sighed after a while, and put away the weapon."
"f132baa1a7554a0fadb20aeefb31397e","What are you..."
"f515070f84c30c477bdac314fbe9494b","I originally wanted to convince myself not to be reasonable with people who possess the Extermination Sword Technique. But seeing how little murderous aura you have around you, even if you learn the Extermination Sword Technique, you are obviously not a treacherous and evil person who kills innocent people indiscriminately. "
"c95574ca51947b15117ca05da8cc9869","The feud between Jianghu and Jianghu has lasted for decades, until today?"
"e395624d5979bb6b14a33ed4d054bb87","You killed me to avenge me, and I killed you to avenge your grievance. But the rivers and lakes are so big, there are always people who can't help themselves. Everyone is like this, causing hatred to be like a net, woven around the world. I have become an insect in this net, and I can't help it. There is no place to escape. Before I saw you today, I felt that I was well prepared, but when the time came, I couldn't deceive myself into taking action against you."
"2cc88aaaba2bed792b621f22c661d1c2","What kind of blood debt did that person leave behind that he has not forgotten to this day?"
"a2f8441a26b72a0fd8c81b752068dd85","I also heard from my fathers that that man became obsessed with evil. He slaughtered several sects and families with one person and one sword, so that everyone in the world was in danger. If the seniors hadn't taken action in time, he would have been defeated and trapped in a deep valley. I'm afraid I won't be able to see each other today without you."
"cebe696f9ab02e160ea6e4215380e848","Senior?"
"8be6c23a06553b4855ec65db5d2a32b7","Exactly, that senior is a child of a noble family. He has pure internal energy. Even the successor of the Absolute Sword could not hurt him at all, and eventually trapped him to death in a deep valley."
"566f3da6599fe801720a84d89b5f1175","That's all. I see that you are not a person who kills indiscriminately. Since you have nothing to do with that person at the beginning, and there is an owner for every injustice, I should not pay it back to you anyway. Farewell."
"71a2a1a1343c54512bbe773a620f6e7e","Farewell, see you later."
"cf2bbb4cdd6a69e51852854f91fce867","You watched his figure drift away, feeling a sense of doubt in your heart."
"b1c44881fe4d27f471aa60e3a2a29f78","Weird!"
"58dc2b30c7e4e897e629fdf663dec782","The fact that I possess the extermination sword technique has spread so quickly..."
"308df8ac16d3931b1e23431397463ae5","I don't have a clue, so I can only press it for now."
"18c97e683421355cebd55de3f4b9ce94","Something's wrong!"
"6e5c6aa16661684b06586e9ccd1f3edb","Something is wrong. According to a senior, the bloodthirsty successor of the Absolute Sword was forced into the abyss by a couple who were lovers of swordsmanship. He was not a senior from aristocratic family."
"c90399c47b8f3bbc6e7c693e0b7f0668","That's strange. My elders shouldn't have lied to me. Where did the senior who told you this come from and where does he live now?"
"95f8fb51483421e8a5605f3e066b270c","According to what he said, he was the one who witnessed the murder. As for where he is now, I don't know."
"09a17fab5340782873dd5cc5cac753b9","It seems that this can only be the case. Even the elders don't know the full story of what happened back then. If someone who experienced it at that time speaks for themselves, perhaps everything can be clarified."
"46e79890487e1488820b90722e861ce8","In this case, I will tell you after I find my senior and find out everything."
"f4458010bc80287b982e5b091e61afbc","I came here to seek revenge, but I didn't expect to make a friend like you. That's all. I hope you will pay more attention to this matter. See you later."
"4856c71bbf08c07c67b27b1d3ad9d112","Well, see you later."
"258ad082c585b97204ff41b90277fccb","When I wake up, the sword manual will be by my side."
"1e5fbc3ae6e715afd1aa3f0f7b099a7e","In that case, just listen to the sword."
"2c404a592a2a9bbd92da4cf9b275d216","Draw your sword and fight."
"493182d586bf21c94efcb75537748902","Seeing that you didn't dodge and drew your sword, ready to fight, that man's eyes actually flashed with a hint of admiration."
"609c45462dc7f9ccbe24ecaa2bd34263","He is a man after all. Let's pay for the grudges of the past with this sword."
"33684632f439b5ba496b81da3db945b9","Jue Jian Wushuang, please."
"852f5cabf83e9ff7300ded3bf928af26","Oh, the Extermination Sword Technique is really powerful. Now that I am defeated, I can kill or behead you as you please."
"e94dc1a0fe9b5a9b9989897c32f80862","Misunderstanding, what's the misunderstanding? I have heard from my fathers since I was a child that the descendants of the Extermination Sword Technique were devoid of humanity and became murderous. They once killed seventy-two members of my family. Even though I am defeated by the sword, I don't need your pretentious pity."
"d618002ac71aa305b876cbc368197297","I have nothing to do with the predecessor who wielded the Absolute Sword."
"4c57486696487ed98c7ead09d6e495ec","This ruthless sword technique is the legacy of Qi Qing Jianzi. Apart from that man, there is no other one in the world. If you have nothing to do with him, where did this exterminating sword technique come from?"
"793aeb64088c8a89a9665cbb2a64ceb9","The man glanced at you, lowered his head, sighed for a while, and threw the weapon aside."
"490f12aae9531a5e932de7bd0dbae4c1","You have very little murderous aura around you. I yelled at you to beat and kill, but you were willing to explain to me after defeating me. Obviously, even if you learned the Extermination Sword Technique, you are not a treacherous and evil person who kills innocent people indiscriminately."
"ec6407a81c06591da9efff523d7b002d","You killed me to avenge me, and I killed you to avenge your grievance. But the rivers and lakes are so big, there are always people who can't help themselves. Everyone is like this, causing hatred to be like a net, woven around the world. I have become an insect in this net, and I can't help it. Nowhere to escape."
"6e44ee980e5ca5c821e7ebae3e55ad4d","Every wrong has its owner, and every debt has its owner. It's not me who killed the seventy-two members of your family."
